#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L98-S454       1581.948  2438.998  14.143   0.004 1.20600    0.314650  14.609   0.752   0.963   0.511 262 244 212 136
  L98-S458         33.393  2431.630  16.323   0.026 1.20600    0.314650  16.713   1.225   1.540   0.722 168 164 150  90
  L98-S464        324.739  2503.161  14.280   0.004 1.20600    0.314650  14.735   0.699   0.826   0.410 178 170 155  90
  L98-S465       1184.340  2524.953  13.210   0.002 1.20600    0.314650  13.679   0.615   0.706   0.341 240 220 193 113
  L98-S466        689.780  2521.721  15.935   0.018 1.20600    0.314650  16.419   0.826   0.967   0.477 198 190 164  99
  L98-S470       1541.379  2570.040  13.695   0.003 1.20600    0.314650  14.146   1.094   1.213   0.582 256 232 207 133
  L98-S471       1017.289  2575.941  15.034   0.008 1.20600    0.314650  15.537   0.602   0.749   0.418 228 212 183 104
  L98-S474       1941.600  2610.049  15.470   0.012 1.20600    0.314650  15.893   1.751   1.955   0.935 245 219 195 124
  L98-S475        730.812  2593.034  15.895   0.017 1.20600    0.314650  16.355   0.896   1.096   0.553 206 194 172  99
  L98-S478        225.240  2607.461  13.981   0.004 1.20600    0.314650  14.426   0.627   0.729   0.355 172 166 148  91
  L98-S489       1458.732  2726.316  14.328   0.005 1.20600    0.314650  14.796   0.625   0.794   0.429 250 227 203 129
  L98-S493        418.251  2746.975  15.575   0.013 1.20600    0.314650  16.052   0.686   0.842   0.427 174 165 151  91
  L98-S495       1173.420  2762.403  15.485   0.012 1.20600    0.314650  15.958   0.688   0.878   0.476 228 210 186 107
  L98-S497       1230.710  2765.199  15.320   0.010 1.20600    0.314650  15.783   0.809   1.019   0.533 235 212 189 113
  L98-S501        358.372  2775.402  15.875   0.017 1.20600    0.314650  16.356   0.778   0.979   0.513 170 162 145  91
  L98-S503        484.973  2784.344  14.991   0.008 1.20600    0.314650  15.419   1.427   1.646   0.821 180 167 148  91
c L98-S504       1820.314  2805.428  14.205   0.004 1.20600    0.314650  14.678   0.656   0.789   0.389 236 218 176 128
  L98-S505        284.637  2799.973  13.806   0.003 1.20600    0.314650  14.262   0.513   0.633   0.318 168 153 139  87
  L98-S507         53.746  2808.950  15.774   0.015 1.20600    0.314650  16.220   0.956   1.194   0.613 156 146 132  86
  L98-S516        785.228  2889.902  16.212   0.022 1.20600    0.314650  16.692   0.983   1.200   0.611 190 179 159  98
  L98-S519       1092.796  2895.694  14.715   0.006 1.20600    0.314650  15.187   0.775   0.987   0.505 207 193 170 102
  L98-S520       1891.912  2924.791  14.381   0.005 1.20600    0.314650  14.850   0.713   0.825   0.395 225 201 180 119
  L98-S523        920.697  2928.970  16.502   0.028 1.20600    0.314650  17.075   0.878   1.028   0.501 194 179 160  98
c L98-S526       1254.085  2977.105  15.165   0.009 1.20600    0.314650  15.675   0.728   0.895   0.445 201 180 158 106
  L98-S527       1339.508  2978.436  16.529   0.030 1.20600    0.314650  16.998   0.875   1.080   0.547 201 176 159 108
  L98-S531        289.538  2995.855  16.309   0.026 1.20600    0.314650  16.793   0.903   1.036   0.497 150 136 122  88
  L98-S535        142.979  3035.603  16.348   0.025 1.20600    0.314650  16.804   0.835   1.030   0.531 139 132 118  90
  L98-S540        691.999  3096.750  14.617   0.006 1.20600    0.314650  15.090   0.690   0.823   0.410 158 148 133  93
  L98-S541        452.850  3093.833  13.754   0.003 1.20600    0.314650  14.210   0.454   0.590   0.344 154 143 127  88
  L98-S546       1443.028  3133.802  16.209   0.023 1.20600    0.314650  16.663   0.693   0.851   0.466 188 169 149  99
c L98-S547        327.786  3120.960  15.889   0.017 1.20600    0.314650  16.421   0.789   0.936   0.471 151 139 123  83
  L98-S550       1061.739  3144.936  16.500   0.027 1.20600    0.314650  17.010   1.420   1.791   0.848 181 156 146  94
  L98-S552        539.082  3153.286  16.066   0.021 1.20600    0.314650  16.497   1.033   1.250   0.580 155 144 126  83
  L98-S553        655.880  3156.002  13.058   0.002 1.20600    0.314650  13.499   1.126   1.190   0.563 156 148 128  88
  L98-S556        268.240  3171.029  16.472   0.028 1.20600    0.314650  16.921   0.901   1.144   0.603 147 138 118  78
  L98-S557        763.945  3182.240  15.429   0.012 1.20600    0.314650  15.892   0.801   0.944   0.465 166 154 136  87
  L98-S558       1427.898  3212.403  15.293   0.011 1.20600    0.314650  15.771   0.787   0.956   0.470 183 164 141  95
c L98-S562       1126.719  3241.751  15.909   0.016 1.20600    0.314650  16.493   1.613   1.871   0.928 179 158 140  96
  L98-S564        269.393  3258.333  13.265   0.002 1.20600    0.314650  13.719   0.412   0.487   0.259 150 141 123  87
c L98-S570       1191.178  3298.046  15.355   0.011 1.20600    0.314650  15.885   1.251   1.492   0.738 172 151 133  95
  L98-S572        135.098  3303.914  16.514   0.028 1.20600    0.314650  17.017   0.892   1.062   0.530 126 126 107  84
  L98-S573       2024.981  3338.450  15.218   0.010 1.20600    0.314650  15.687   0.774   0.975   0.502 163 143 126  89
  L98-S581       1807.205  3414.635  15.650   0.014 1.20600    0.314650  16.113   0.804   0.975   0.482 155 140 122  98
  L98-S586       1987.670  3444.054  14.940   0.008 1.20600    0.314650  15.396   0.733   0.927   0.481 156 138 123  87
  L98-S590       1534.720  3482.528  16.301   0.024 1.20600    0.314650  16.935   1.694   1.997   0.980 149 126 125  92
  L98-S593       1957.825  3506.915  15.556   0.013 1.20600    0.314650  16.024   0.823   1.022   0.513 148 136 116  85
  L98-S595        311.007  3499.078  15.065   0.008 1.20600    0.314650  15.517   0.733   0.891   0.443 139 127 106  80
  L98-S598         69.777  3514.426  15.184   0.009 1.20600    0.314650  15.639   0.572   0.736   0.421 132 126 105  84
  L98-S599       1553.311  3540.569  15.553   0.013 1.20600    0.314650  16.001   0.908   1.153   0.584 156 140 127  92
  L98-S601        445.944  3527.194  13.991   0.004 1.20600    0.314650  14.469   0.683   0.913   0.511 146 134 117  83
c L98-S603        203.037  3542.868  15.772   0.016 1.20600    0.314650  16.248   0.778   1.002   0.533 137 126 109  83
  L98-S604       1010.982  3555.009  14.852   0.007 1.20600    0.314650  15.270   2.413   2.859   1.398 147 133 115  81
c L98-S609        385.474  3569.675  16.246   0.024 1.20600    0.314650  16.777   0.692   0.889   0.497 141 129 115  86
c L98-S611       1343.768  3594.034  16.087   0.019 1.20600    0.314650  16.607   0.918   1.168   0.598 154 138 126  91
  L98-S612       1484.379  3613.080  15.887   0.017 1.20600    0.314650  16.328   0.824   1.001   0.495 149 136 122  87
c L98-S1116      1145.771  3233.277  15.953   0.018 1.20600    0.314650  16.581   0.719   0.924   0.515 180 163 139  94
  L98-S1129       733.464  3763.151  14.458   0.005 1.20600    0.314650  14.916   0.981   1.139   0.511 139 118 111  61
  L98-S1130       998.530  3776.645  15.303   0.010 1.20600    0.314650  15.766   0.773   1.006   0.546 140 115 106  59
